attributes,Id,Name,Account__c,MRR__c,StageName__c,ContractUpdate__c,ProductCategory__c,StartDate__c,CreatedDate,LastModifiedDate
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBxYAN'}",a08RB00001Z1GBxYAN,コクヨマーケティング株式会社,001RB00001VTrxXYAT,150000,ValueProposition,月,Rendery,2026-11-01,2026-06-21T16:02:54.000+0000,2026-09-03T09:07:52.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBzYAN'}",a08RB00001Z1GBzYAN,小島屋,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GC1YAN'}",a08RB00001Z1GC1YAN,株式会社エリオクリエイト,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GC3YAN'}",a08RB00001Z1GC3YAN,Shiny’s Creative,,8800,Closed Lost,月,Rendery,2026-08-01,2026-06-21T16:02:54.000+0000,2026-07-30T04:29:21.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GC4YAN'}",a08RB00001Z1GC4YAN,asazu design office,,8800,Qualification,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GC5YAN'}",a08RB00001Z1GC5YAN,デザインアーク（大阪）,,75000,Prospecting,月,,,2026-06-21T16:02:54.000+0000,2026-06-21T16:02:54.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GC7YAN'}",a08RB00001Z1GC7YAN,株式会社エルシード,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GCAYA3'}",a08RB00001Z1GCAYA3,株式会社グレート,001RB00001VTrtbYAD,35200,Negotiation,月,Rendery,2026-08-24,2026-06-21T16:02:54.000+0000,2026-08-10T02:52:03.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GCBYA3'}",a08RB00001Z1GCBYA3,株式会社インテリジェントフォース,001RB00001VTrxgYAD,8800,Negotiation,月,Rendery,2026-09-07,2026-06-21T16:02:54.000+0000,2026-08-10T02:49:36.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GCCYA3'}",a08RB00001Z1GCCYA3,株式会社TwinCompany,,8800,Closed Lost,月,Rendery,2026-06-01,2026-06-21T16:02:54.000+0000,2026-07-30T04:29:21.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GCEYA3'}",a08RB00001Z1GCEYA3,Tofu 設計事務所,,8800,Qualification,月,Rendery,2026-09-01,2026-06-21T16:02:54.000+0000,2026-07-30T04:29:21.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GCFYA3'}",a08RB00001Z1GCFYA3,カリコ株式会社,,8800,Closed Won,月,Rendery,2026-08-01,2026-06-21T16:02:54.000+0000,2026-07-30T04:29:21.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GCGYA3'}",a08RB00001Z1GCGYA3,株式会社ローザ,,11000,Prospecting,月,,,2026-06-21T16:02:54.000+0000,2026-06-21T16:02:54.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001eo5GHYAY'}",a08RB00001eo5GHYAY,株式会社MUJIHOUSE様 Rendery導入,001RB00001VTrlMYAT,24000,Negotiation,月,Rendery,2026-09-01,2026-07-22T11:28:44.000+0000,2026-07-28T12:01:41.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001euRKaYAM'}",a08RB00001euRKaYAM,近畿日本鉄道株式会社,001RB00001c6PYQYA2,150000,NeedsAnalysis,年,Rendery,2026-09-01,2026-07-23T04:00:50.000+0000,2026-09-06T12:49:46.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001ewzmkYAA'}",a08RB00001ewzmkYAA,飯島建設株式会社,001RB00001VTrk8YAD,75000,NeedsAnalysis,月,Rendery,2026-08-17,2026-07-23T07:39:29.000+0000,2026-07-30T04:42:59.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001fjgFtYAI'}",a08RB00001fjgFtYAI,S PLUS ONE 建築設計事務所,001RB00001csl8SYAQ,8000,NeedsAnalysis,月,Rendery,2026-08-04,2026-07-28T10:54:14.000+0000,2026-07-28T10:54:14.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001fsrdVYAQ'}",a08RB00001fsrdVYAQ,東海旅客鉄道株式会社,001RB00001VTr3AYAT,16000,ValueProposition,月,Rendery,2026-09-01,2026-07-29T06:24:17.000+0000,2026-07-29T06:32:14.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001gLEotYAG'}",a08RB00001gLEotYAG,Rendery,001RB00001dax0zYAA,8800,ValueProposition,月,Rendery,2026-09-01,2026-07-31T08:33:49.000+0000,2026-07-31T08:33:49.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001hXKt8YAG'}",a08RB00001hXKt8YAG,センブンノイチ株式会社,001RB00001ei9eNYAQ,8800,Closed Won,月,Rendery,2026-08-17,2026-08-07T07:44:54.000+0000,2026-08-25T00:33:10.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001hjrJqYAI'}",a08RB00001hjrJqYAI,メッシュ景観設計事務所,001RB00001exZQPYA2,8800,Negotiation,月,Rendery,2026-08-17,2026-08-10T00:50:10.000+0000,2026-08-10T00:50:10.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001hkHFuYAM'}",a08RB00001hkHFuYAM,株式会社tide line creates,001RB00001exUCEYA2,8800,Negotiation,月,Rendery,2026-08-23,2026-08-10T00:45:04.000+0000,2026-08-10T00:45:04.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001hmJLdYAM'}",a08RB00001hmJLdYAM,パナソニックリビング株式会社　首都圏・関東社,001RB00001exbqPYAQ,8800,Negotiation,月,Rendery,2026-08-24,2026-08-10T02:45:05.000+0000,2026-08-10T02:45:20.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001ifFviYAE'}",a08RB00001ifFviYAE,無限エステート（アップセル）,,75000,Prospecting,月,Rendery,2026-10-01,2026-08-17T10:20:34.000+0000,2026-08-17T10:20:34.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001iffGkYAI'}",a08RB00001iffGkYAI,アイリスオーヤマ（アップセル）,,90000,Negotiation,月,Rendery,2026-10-01,2026-08-17T10:19:31.000+0000,2026-08-17T10:19:31.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001iffesYAA'}",a08RB00001iffesYAA,ジーク京都,,75000,Prospecting,月,,2026-10-01,2026-08-17T10:11:48.000+0000,2026-08-17T10:11:48.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001igNJJYA2'}",a08RB00001igNJJYA2,デザインアーク（アップセル）,,75000,Negotiation,月,Rendery,2026-10-01,2026-08-17T10:21:31.000+0000,2026-08-17T10:21:31.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001jvnpeYAA'}",a08RB00001jvnpeYAA,株式会社ディーエス設計,001RB00001h1Rw9YAE,8800,ValueProposition,月,Rendery,2026-09-08,2026-08-25T01:06:16.000+0000,2026-08-25T01:06:16.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001n9sJ3YAI'}",a08RB00001n9sJ3YAI,株式会社ラフト,001RB00001kNMknYAG,8800,NeedsAnalysis,月,Rendery,2026-09-14,2026-09-11T03:29:37.000+0000,2026-09-11T03:29:48.000+0000
